promedio,porcentaje_creditos,nota_asignatura,nota_entrevista,tipo_monitoria,semestre_asignatura,creditos_asignatura,num_postulantes,num_monitores_requeridos,seleccionado,ratio_competencia,puntaje_formula
4.41,55.8,3.78,3.48,cultural,6,3,7,1,0,0.1429,3.849
4.92,33.7,3.23,3.38,cultural,6,3,7,1,0,0.1429,3.797
4.13,75.4,3.92,2.93,cultural,6,3,7,1,0,0.1429,3.587
3.87,61.3,5.0,3.89,investigacion,5,3,8,2,1,0.25,4.217
4.12,61.8,4.39,4.11,investigacion,5,3,8,2,1,0.25,4.197
4.12,87.2,3.37,4.09,investigacion,5,3,8,2,0,0.25,3.883
4.13,40.5,4.02,3.55,investigacion,5,3,8,2,0,0.25,3.865
3.57,66.5,3.37,4.23,investigacion,5,3,8,2,0,0.25,3.774
4.79,49.0,3.98,2.85,investigacion,5,3,8,2,0,0.25,3.771
3.77,79.7,3.28,3.46,investigacion,5,3,8,2,0,0.25,3.499
3.55,33.7,3.24,3.26,investigacion,5,3,8,2,0,0.25,3.341
4.38,75.5,4.73,4.88,permanencia_graduacion,5,4,5,4,1,0.8,4.685
4.41,61.5,3.98,4.28,permanencia_graduacion,5,4,5,4,1,0.8,4.229
3.96,86.3,3.77,3.9,permanencia_graduacion,5,4,5,4,1,0.8,3.879
4.76,76.7,3.97,2.99,permanencia_graduacion,5,4,5,4,1,0.8,3.815
3.63,91.1,4.31,3.52,permanencia_graduacion,5,4,5,4,0,0.8,3.79
3.85,71.2,4.49,4.41,cultural,5,3,7,4,1,0.5714,4.266
3.59,72.1,3.23,4.44,cultural,5,3,7,4,1,0.5714,3.822
4.39,63.3,3.34,3.64,cultural,5,3,7,4,1,0.5714,3.775
3.64,37.4,4.52,3.23,cultural,5,3,7,4,1,0.5714,3.74
3.61,83.1,3.55,3.84,cultural,5,3,7,4,0,0.5714,3.684
3.89,71.1,4.1,2.78,cultural,5,3,7,4,0,0.5714,3.509
3.81,48.3,3.17,2.58,cultural,5,3,7,4,0,0.5714,3.126
4.75,67.6,4.09,4.97,permanencia_graduacion,5,3,10,1,1,0.1,4.64
4.23,63.3,3.88,4.98,permanencia_graduacion,5,3,10,1,0,0.1,4.425
4.92,78.4,5.0,3.62,permanencia_graduacion,5,3,10,1,0,0.1,4.424
3.99,67.4,4.62,3.97,permanencia_graduacion,5,3,10,1,0,0.1,4.171
4.22,51.7,3.7,4.28,permanencia_graduacion,5,3,10,1,0,0.1,4.088
4.67,37.9,4.55,3.09,permanencia_graduacion,5,3,10,1,0,0.1,4.002
3.56,33.5,3.7,4.54,permanencia_graduacion,5,3,10,1,0,0.1,3.994
3.72,87.0,3.2,4.58,permanencia_graduacion,5,3,10,1,0,0.1,3.908
3.83,87.6,4.5,3.24,permanencia_graduacion,5,3,10,1,0,0.1,3.795
3.81,89.5,4.27,2.91,permanencia_graduacion,5,3,10,1,0,0.1,3.588
4.13,74.1,4.8,4.54,academica_cursos,5,3,6,2,1,0.3333,4.495
4.88,95.0,4.9,3.79,academica_cursos,5,3,6,2,1,0.3333,4.45
4.7,84.7,3.34,4.95,academica_cursos,5,3,6,2,0,0.3333,4.392
4.9,84.7,3.59,3.93,academica_cursos,5,3,6,2,0,0.3333,4.119
3.56,49.7,4.61,3.93,academica_cursos,5,3,6,2,0,0.3333,4.023
3.99,62.6,4.06,3.99,academica_cursos,5,3,6,2,0,0.3333,4.011
4.94,54.6,4.98,4.67,academica_cursos,5,3,5,4,1,0.8,4.844
4.19,71.3,4.66,4.4,academica_cursos,5,3,5,4,1,0.8,4.415
4.88,95.0,4.35,3.72,academica_cursos,5,3,5,4,1,0.8,4.257
3.87,88.9,3.25,4.67,academica_cursos,5,3,5,4,1,0.8,4.004
4.12,61.8,3.5,4.28,academica_cursos,5,3,5,4,0,0.8,3.998
4.8,94.8,4.39,4.69,acreditacion,5,3,10,3,1,0.3,4.633
4.9,84.7,4.94,4.09,acreditacion,5,3,10,3,1,0.3,4.588
4.37,46.9,4.39,4.63,acreditacion,5,3,10,3,1,0.3,4.48
4.48,45.9,4.16,4.67,acreditacion,5,3,10,3,0,0.3,4.46
3.81,48.3,4.59,4.42,acreditacion,5,3,10,3,0,0.3,4.288
4.62,79.9,3.81,4.37,acreditacion,5,3,10,3,0,0.3,4.277
4.92,88.7,3.91,3.72,acreditacion,5,3,10,3,0,0.3,4.137
3.84,74.8,4.59,3.49,acreditacion,5,3,10,3,0,0.3,3.925
3.52,62.8,4.69,2.73,acreditacion,5,3,10,3,0,0.3,3.555
4.18,59.7,3.75,2.69,acreditacion,5,3,10,3,0,0.3,3.455
4.99,65.2,3.25,4.64,deportiva,5,3,10,2,1,0.2,4.328
4.89,94.6,3.69,4.21,deportiva,5,3,10,2,1,0.2,4.258
3.95,50.2,3.54,4.57,deportiva,5,3,10,2,0,0.2,4.075
4.36,69.9,3.68,3.94,deportiva,5,3,10,2,0,0.2,3.988
3.85,71.2,4.57,3.65,deportiva,5,3,10,2,0,0.2,3.986
4.18,82.9,4.13,3.71,deportiva,5,3,10,2,0,0.2,3.977
3.64,36.7,4.92,3.01,deportiva,5,3,10,2,0,0.2,3.772
4.21,73.3,4.38,2.83,deportiva,5,3,10,2,0,0.2,3.709
4.66,93.0,3.88,2.5,deportiva,5,3,10,2,0,0.2,3.562
4.31,93.3,3.1,2.75,deportiva,5,3,10,2,0,0.2,3.323
3.74,86.9,4.75,4.69,investigacion,4,3,6,3,1,0.5,4.423
3.61,83.2,4.25,4.31,investigacion,4,3,6,3,1,0.5,4.082
4.21,73.3,4.51,3.57,investigacion,4,3,6,3,1,0.5,4.044
4.33,92.1,3.16,4.16,investigacion,4,3,6,3,0,0.5,3.911
4.35,54.7,4.3,2.63,investigacion,4,3,6,3,0,0.5,3.647
4.23,36.0,3.19,3.4,investigacion,4,3,6,3,0,0.5,3.586
4.76,56.4,4.19,3.8,regimenes_especiales,6,3,3,1,1,0.3333,4.205
4.52,76.0,3.89,2.52,regimenes_especiales,6,3,3,1,0,0.3333,3.531
3.88,56.2,3.43,2.69,regimenes_especiales,6,3,3,1,0,0.3333,3.269
4.49,83.2,4.75,4.1,permanencia_graduacion,7,3,9,1,1,0.1111,4.412
4.93,83.2,4.13,4.03,permanencia_graduacion,7,3,9,1,0,0.1111,4.33
4.13,74.1,4.39,3.69,permanencia_graduacion,7,3,9,1,0,0.1111,4.032
3.55,86.9,3.77,4.53,permanencia_graduacion,7,3,9,1,0,0.1111,4.008
4.86,45.6,4.35,2.67,permanencia_graduacion,7,3,9,1,0,0.1111,3.831
4.12,36.3,4.61,2.76,permanencia_graduacion,7,3,9,1,0,0.1111,3.723
4.25,75.2,3.33,3.38,permanencia_graduacion,7,3,9,1,0,0.1111,3.626
3.75,32.4,3.74,3.25,permanencia_graduacion,7,3,9,1,0,0.1111,3.547
4.24,86.8,3.46,2.72,permanencia_graduacion,7,3,9,1,0,0.1111,3.398
4.09,80.4,3.86,4.48,laboratorios,3,3,9,2,1,0.2222,4.177
4.84,58.5,3.5,4.11,laboratorios,3,3,9,2,1,0.2222,4.146
3.97,57.7,3.43,4.74,laboratorios,3,3,9,2,0,0.2222,4.116
4.61,76.0,4.23,3.61,laboratorios,3,3,9,2,0,0.2222,4.096
4.8,94.8,3.5,4.0,laboratorios,3,3,9,2,0,0.2222,4.09
4.35,90.5,4.46,3.38,laboratorios,3,3,9,2,0,0.2222,3.995
4.55,92.0,4.88,2.57,laboratorios,3,3,9,2,0,0.2222,3.857
4.09,62.8,4.44,3.21,laboratorios,3,3,9,2,0,0.2222,3.843
4.18,82.9,3.28,2.81,laboratorios,3,3,9,2,0,0.2222,3.362
4.05,58.4,4.96,4.97,investigacion,5,3,7,3,1,0.4286,4.691
4.35,67.0,4.91,3.74,investigacion,5,3,7,3,1,0.4286,4.274
4.7,30.7,3.11,4.74,investigacion,5,3,7,3,1,0.4286,4.239
4.51,69.3,4.19,3.82,investigacion,5,3,7,3,0,0.4286,4.138
4.36,38.1,4.5,3.24,investigacion,5,3,7,3,0,0.4286,3.954
3.56,33.5,4.04,3.77,investigacion,5,3,7,3,0,0.4286,3.788
4.29,53.3,3.23,3.75,investigacion,5,3,7,3,0,0.4286,3.756
4.12,61.8,4.53,4.89,permanencia_graduacion,5,3,9,2,1,0.2222,4.551
4.52,76.0,4.72,3.92,permanencia_graduacion,5,3,9,2,1,0.2222,4.34
4.41,54.3,3.83,4.25,permanencia_graduacion,5,3,9,2,0,0.2222,4.172
4.18,32.9,3.73,4.21,permanencia_graduacion,5,3,9,2,0,0.2222,4.057
3.95,50.2,4.26,3.75,permanencia_graduacion,5,3,9,2,0,0.2222,3.963
3.6,69.4,4.58,3.77,permanencia_graduacion,5,3,9,2,0,0.2222,3.962
4.03,93.9,4.54,2.54,permanencia_graduacion,5,3,9,2,0,0.2222,3.587
4.94,65.9,3.08,2.65,permanencia_graduacion,5,3,9,2,0,0.2222,3.466
3.74,86.9,3.14,3.16,permanencia_graduacion,5,3,9,2,0,0.2222,3.328
4.4,52.8,4.84,4.94,regimenes_especiales,4,4,7,2,1,0.2857,4.748
4.58,52.4,4.17,4.41,regimenes_especiales,4,4,7,2,1,0.2857,4.389
4.76,62.3,4.3,4.11,regimenes_especiales,4,4,7,2,0,0.2857,4.362
4.52,72.0,4.91,3.1,regimenes_especiales,4,4,7,2,0,0.2857,4.069
3.52,62.8,3.62,3.59,regimenes_especiales,4,4,7,2,0,0.2857,3.578
3.96,45.1,3.31,3.32,regimenes_especiales,4,4,7,2,0,0.2857,3.509
3.61,83.1,3.17,2.7,regimenes_especiales,4,4,7,2,0,0.2857,3.114
4.05,61.8,4.75,4.33,laboratorios,4,3,9,1,1,0.1111,4.372
4.1,44.0,3.74,4.37,laboratorios,4,3,9,1,0,0.1111,4.1
4.76,55.0,4.65,3.15,laboratorios,4,3,9,1,0,0.1111,4.083
4.68,83.0,3.11,4.17,laboratorios,4,3,9,1,0,0.1111,4.005
4.67,37.9,3.23,4.03,laboratorios,4,3,9,1,0,0.1111,3.982
4.7,83.4,4.32,2.94,laboratorios,4,3,9,1,0,0.1111,3.882
4.53,42.8,3.02,3.74,laboratorios,4,3,9,1,0,0.1111,3.761
3.74,86.9,3.69,3.79,laboratorios,4,3,9,1,0,0.1111,3.745
4.18,59.7,3.03,2.84,laboratorios,4,3,9,1,0,0.1111,3.299
4.99,55.0,4.0,3.92,regimenes_especiales,4,4,8,1,1,0.125,4.265
4.86,52.5,3.21,3.93,regimenes_especiales,4,4,8,1,0,0.125,3.993
4.56,89.9,3.91,3.4,regimenes_especiales,4,4,8,1,0,0.125,3.901
4.05,61.8,4.45,3.07,regimenes_especiales,4,4,8,1,0,0.125,3.778
3.69,32.0,4.61,3.18,regimenes_especiales,4,4,8,1,0,0.125,3.762
3.52,56.1,3.13,4.28,regimenes_especiales,4,4,8,1,0,0.125,3.707
3.88,56.2,4.15,2.69,regimenes_especiales,4,4,8,1,0,0.125,3.485
3.51,35.1,3.74,3.14,regimenes_especiales,4,4,8,1,0,0.125,3.431
4.46,39.5,4.72,2.53,biblioteca,2,4,3,1,1,0.3333,3.766
3.76,39.0,4.84,2.95,biblioteca,2,4,3,1,0,0.3333,3.76
4.64,75.1,3.09,3.41,biblioteca,2,4,3,1,0,0.3333,3.683
4.08,56.6,4.96,4.89,nee,5,4,8,4,1,0.5,4.668
4.26,33.0,4.0,4.75,nee,5,4,8,4,1,0.5,4.378
4.76,76.7,3.56,4.61,nee,5,4,8,4,1,0.5,4.34
4.62,48.7,3.36,4.51,nee,5,4,8,4,1,0.5,4.198
4.53,84.9,4.44,3.18,nee,5,4,8,4,0,0.5,3.963
4.35,54.7,3.64,3.54,nee,5,4,8,4,0,0.5,3.813
3.77,79.7,3.14,3.66,nee,5,4,8,4,0,0.5,3.537
3.6,54.0,3.16,3.43,nee,5,4,8,4,0,0.5,3.4
3.68,65.4,5.0,4.44,permanencia_graduacion,6,3,11,1,1,0.0909,4.38
4.47,30.7,3.58,4.46,permanencia_graduacion,6,3,11,1,0,0.0909,4.199
3.68,86.6,3.74,4.93,permanencia_graduacion,6,3,11,1,0,0.0909,4.198
4.12,82.4,4.46,3.87,permanencia_graduacion,6,3,11,1,0,0.0909,4.122
4.19,71.3,4.08,4.09,permanencia_graduacion,6,3,11,1,0,0.0909,4.117
4.09,62.8,3.67,4.4,permanencia_graduacion,6,3,11,1,0,0.0909,4.088
4.7,74.2,4.86,2.56,permanencia_graduacion,6,3,11,1,0,0.0909,3.892
4.35,54.7,4.59,2.88,permanencia_graduacion,6,3,11,1,0,0.0909,3.834
4.21,73.3,3.91,3.42,permanencia_graduacion,6,3,11,1,0,0.0909,3.804
3.86,45.1,4.48,3.11,permanencia_graduacion,6,3,11,1,0,0.0909,3.746
4.53,32.7,4.39,2.52,permanencia_graduacion,6,3,11,1,0,0.0909,3.684
4.48,45.9,3.84,4.9,deportiva,3,4,5,3,1,0.6,4.456
4.58,52.4,3.46,4.61,deportiva,3,4,5,3,1,0.6,4.256
3.85,51.1,3.41,4.96,deportiva,3,4,5,3,1,0.6,4.162
4.09,41.0,4.95,2.86,deportiva,3,4,5,3,0,0.6,3.856
3.69,32.0,3.56,2.61,deportiva,3,4,5,3,0,0.6,3.219
4.47,63.1,4.6,4.25,deportiva,5,4,11,3,1,0.2727,4.421
4.7,74.2,3.41,4.45,deportiva,5,4,11,3,1,0.2727,4.213
4.94,57.0,4.93,3.09,deportiva,5,4,11,3,1,0.2727,4.197
4.98,35.1,4.95,2.71,deportiva,5,4,11,3,0,0.2727,4.063
3.99,67.4,4.47,3.3,deportiva,5,4,11,3,0,0.2727,3.858
4.52,73.5,4.64,2.69,deportiva,5,4,11,3,0,0.2727,3.824
3.7,44.1,4.14,3.59,deportiva,5,4,11,3,0,0.2727,3.788
3.98,83.9,3.52,3.29,deportiva,5,4,11,3,0,0.2727,3.566
4.74,73.2,3.54,2.69,deportiva,5,4,11,3,0,0.2727,3.56
3.54,89.4,4.17,2.89,deportiva,5,4,11,3,0,0.2727,3.469
4.35,54.7,3.19,2.83,deportiva,5,4,11,3,0,0.2727,3.394
4.53,57.3,4.9,4.64,academica_cursos,5,3,12,4,1,0.3333,4.685
4.85,67.6,3.43,4.64,academica_cursos,5,3,12,4,1,0.3333,4.34
4.65,59.1,4.41,4.01,academica_cursos,5,3,12,4,1,0.3333,4.322
5.0,94.7,3.3,4.28,academica_cursos,5,3,12,4,1,0.3333,4.202
4.32,67.2,3.72,4.43,academica_cursos,5,3,12,4,0,0.3333,4.184
4.2,55.6,4.94,3.49,academica_cursos,5,3,12,4,0,0.3333,4.138
4.99,65.2,3.9,3.66,academica_cursos,5,3,12,4,0,0.3333,4.131
4.25,33.5,4.62,3.26,academica_cursos,5,3,12,4,0,0.3333,3.965
4.46,83.7,4.64,2.93,academica_cursos,5,3,12,4,0,0.3333,3.902
4.1,44.0,4.7,2.73,academica_cursos,5,3,12,4,0,0.3333,3.732
4.16,89.8,3.1,3.25,academica_cursos,5,3,12,4,0,0.3333,3.478
3.96,86.3,3.63,2.8,academica_cursos,5,3,12,4,0,0.3333,3.397
4.09,32.4,4.66,4.96,biblioteca,5,4,4,2,1,0.5,4.609
4.85,50.6,3.92,4.51,biblioteca,5,4,4,2,1,0.5,4.435
3.55,33.7,3.26,4.56,biblioteca,5,4,4,2,0,0.5,3.867
3.57,59.3,3.28,2.53,biblioteca,5,4,4,2,0,0.5,3.067
4.53,42.8,4.17,4.79,permanencia_graduacion,2,4,12,1,1,0.0833,4.526
4.88,95.0,3.15,4.99,permanencia_graduacion,2,4,12,1,0,0.0833,4.405
3.9,87.8,4.69,4.52,permanencia_graduacion,2,4,12,1,0,0.0833,4.385
4.67,51.7,3.1,4.81,permanencia_graduacion,2,4,12,1,0,0.0833,4.255
3.99,62.6,3.25,4.86,permanencia_graduacion,2,4,12,1,0,0.0833,4.116
4.37,58.4,4.82,3.19,permanencia_graduacion,2,4,12,1,0,0.0833,4.033
4.97,64.4,4.62,2.73,permanencia_graduacion,2,4,12,1,0,0.0833,3.969
3.55,59.6,3.87,4.31,permanencia_graduacion,2,4,12,1,0,0.0833,3.95
3.86,45.1,3.4,4.11,permanencia_graduacion,2,4,12,1,0,0.0833,3.822
4.12,36.3,3.99,3.46,permanencia_graduacion,2,4,12,1,0,0.0833,3.817
3.64,67.2,3.85,3.38,permanencia_graduacion,2,4,12,1,0,0.0833,3.599
4.12,82.4,3.89,2.87,permanencia_graduacion,2,4,12,1,0,0.0833,3.551
4.73,30.9,4.29,4.49,acreditacion,6,3,7,2,1,0.2857,4.502
4.52,76.0,4.0,4.71,acreditacion,6,3,7,2,1,0.2857,4.44
4.08,38.5,3.5,4.99,acreditacion,6,3,7,2,0,0.2857,4.27
4.66,93.0,3.76,4.28,acreditacion,6,3,7,2,0,0.2857,4.238
4.08,56.6,3.77,3.55,acreditacion,6,3,7,2,0,0.2857,3.775
4.92,59.2,3.96,2.72,acreditacion,6,3,7,2,0,0.2857,3.752
3.96,45.1,4.09,2.55,acreditacion,6,3,7,2,0,0.2857,3.435
3.51,35.1,5.0,4.93,cultural,5,4,10,4,1,0.4,4.525
4.9,84.7,4.83,3.76,cultural,5,4,10,4,1,0.4,4.423
3.8,53.5,4.79,4.45,cultural,5,4,10,4,1,0.4,4.357
4.18,32.9,4.06,4.42,cultural,5,4,10,4,1,0.4,4.24
4.13,76.4,3.12,4.98,cultural,5,4,10,4,0,0.4,4.167
4.23,63.3,3.53,4.54,cultural,5,4,10,4,0,0.4,4.144
4.03,93.9,3.2,4.14,cultural,5,4,10,4,0,0.4,3.825
4.25,33.5,4.83,2.64,cultural,5,4,10,4,0,0.4,3.78
4.15,81.3,3.78,2.95,cultural,5,4,10,4,0,0.4,3.559
3.59,72.1,3.64,3.05,cultural,5,4,10,4,0,0.4,3.389
4.63,61.0,4.9,4.59,laboratorios,7,3,10,4,1,0.4,4.695
3.91,35.8,4.62,4.93,laboratorios,7,3,10,4,1,0.4,4.531
3.57,59.3,4.87,4.98,laboratorios,7,3,10,4,1,0.4,4.524
4.86,52.5,3.64,4.35,laboratorios,7,3,10,4,1,0.4,4.29
4.69,36.7,4.41,3.38,laboratorios,7,3,10,4,0,0.4,4.082
4.75,67.6,4.08,2.94,laboratorios,7,3,10,4,0,0.4,3.825
4.74,69.8,4.14,2.86,laboratorios,7,3,10,4,0,0.4,3.808
3.6,69.4,3.72,3.98,laboratorios,7,3,10,4,0,0.4,3.788
3.77,79.7,3.35,3.09,laboratorios,7,3,10,4,0,0.4,3.372
3.81,48.8,3.08,2.64,laboratorios,7,3,10,4,0,0.4,3.123
4.58,69.8,3.26,4.29,acreditacion,4,3,3,2,1,0.6667,4.068
4.53,32.7,4.84,3.0,acreditacion,4,3,3,2,1,0.6667,4.011
3.99,62.6,4.05,2.5,acreditacion,4,3,3,2,0,0.6667,3.412
4.7,30.7,4.83,4.44,administrativa,4,4,4,3,1,0.75,4.635
3.91,35.8,4.69,4.65,administrativa,4,4,4,3,1,0.75,4.44
4.69,32.4,4.92,3.43,administrativa,4,4,4,3,1,0.75,4.255
4.34,67.5,3.04,3.97,administrativa,4,4,4,3,0,0.75,3.802
4.98,87.6,4.78,4.03,investigacion,5,3,6,4,1,0.6667,4.54
3.51,53.7,4.95,4.33,investigacion,5,3,6,4,1,0.6667,4.27
4.7,30.7,3.87,4.1,investigacion,5,3,6,4,1,0.6667,4.211
4.35,90.5,4.41,3.9,investigacion,5,3,6,4,1,0.6667,4.188
4.55,73.8,3.97,3.29,investigacion,5,3,6,4,0,0.6667,3.872
4.65,59.1,3.67,3.31,investigacion,5,3,6,4,0,0.6667,3.82
4.54,58.3,4.27,4.91,permanencia_graduacion,5,3,12,2,1,0.1667,4.607
3.54,89.4,4.7,4.43,permanencia_graduacion,5,3,12,2,1,0.1667,4.244
4.08,56.6,4.22,4.1,permanencia_graduacion,5,3,12,2,0,0.1667,4.13
4.33,92.1,4.63,3.45,permanencia_graduacion,5,3,12,2,0,0.1667,4.068
3.69,56.7,4.4,3.93,permanencia_graduacion,5,3,12,2,0,0.1667,3.999
3.55,33.7,3.64,4.52,permanencia_graduacion,5,3,12,2,0,0.1667,3.965
4.99,65.2,3.69,3.3,permanencia_graduacion,5,3,12,2,0,0.1667,3.924
4.05,61.8,4.47,3.24,permanencia_graduacion,5,3,12,2,0,0.1667,3.852
4.36,50.5,3.21,3.74,permanencia_graduacion,5,3,12,2,0,0.1667,3.767
3.81,48.3,4.13,2.96,permanencia_graduacion,5,3,12,2,0,0.1667,3.566
4.23,64.9,3.66,2.69,permanencia_graduacion,5,3,12,2,0,0.1667,3.443
3.56,84.8,3.36,2.5,permanencia_graduacion,5,3,12,2,0,0.1667,3.076
4.39,63.3,4.66,4.47,academica,6,3,11,3,1,0.2727,4.503
4.53,57.3,4.57,4.3,academica,6,3,11,3,1,0.2727,4.45
4.36,50.5,3.83,4.7,academica,6,3,11,3,1,0.2727,4.337
4.38,68.8,4.16,4.4,academica,6,3,11,3,0,0.2727,4.322
4.47,30.7,4.39,3.38,academica,6,3,11,3,0,0.2727,4.01
4.73,30.9,3.7,3.44,academica,6,3,11,3,0,0.2727,3.905
4.18,32.9,3.45,3.63,academica,6,3,11,3,0,0.2727,3.741
4.49,83.2,3.1,3.6,academica,6,3,11,3,0,0.2727,3.717
4.15,89.4,4.6,2.58,academica,6,3,11,3,0,0.2727,3.657
3.68,86.6,3.84,2.92,academica,6,3,11,3,0,0.2727,3.424
3.52,56.1,3.02,3.02,academica,6,3,11,3,0,0.2727,3.17
4.35,67.0,4.19,4.03,nee,6,3,8,3,1,0.375,4.174
4.23,63.3,4.46,3.87,nee,6,3,8,3,1,0.375,4.155
4.61,76.0,4.88,2.91,nee,6,3,8,3,1,0.375,4.011
4.94,54.6,3.34,3.44,nee,6,3,8,3,0,0.375,3.86
4.18,73.2,4.9,2.69,nee,6,3,8,3,0,0.375,3.8
4.22,69.5,4.8,2.73,nee,6,3,8,3,0,0.375,3.798
3.91,77.4,4.78,2.89,nee,6,3,8,3,0,0.375,3.763
4.62,79.9,3.97,2.58,nee,6,3,8,3,0,0.375,3.609
4.07,33.3,4.11,4.81,regimenes_especiales,4,3,7,3,1,0.4286,4.378
4.73,62.1,4.95,3.52,regimenes_especiales,4,3,7,3,1,0.4286,4.312
4.31,93.3,4.08,4.15,regimenes_especiales,4,3,7,3,1,0.4286,4.177
4.79,49.0,3.79,3.87,regimenes_especiales,4,3,7,3,0,0.4286,4.122
4.98,35.1,3.01,2.72,regimenes_especiales,4,3,7,3,0,0.4286,3.485
3.85,51.1,3.98,2.64,regimenes_especiales,4,3,7,3,0,0.4286,3.405
4.09,41.0,3.59,2.74,regimenes_especiales,4,3,7,3,0,0.4286,3.4
4.75,74.4,4.28,4.94,investigacion,4,4,8,4,1,0.5,4.685
4.92,59.2,4.57,3.68,investigacion,4,4,8,4,1,0.5,4.319
4.66,93.0,4.28,3.47,investigacion,4,4,8,4,1,0.5,4.07
4.68,83.0,3.74,3.45,investigacion,4,4,8,4,1,0.5,3.906
3.74,86.9,4.79,3.16,investigacion,4,4,8,4,0,0.5,3.823
4.92,88.7,3.19,3.02,investigacion,4,4,8,4,0,0.5,3.641
3.89,71.1,3.95,2.79,investigacion,4,4,8,4,0,0.5,3.468
4.12,61.8,3.37,2.61,investigacion,4,4,8,4,0,0.5,3.291
4.95,52.1,4.07,4.67,cultural,5,4,9,4,1,0.4444,4.574
4.12,87.2,4.11,4.6,cultural,5,4,9,4,1,0.4444,4.309
4.92,78.4,4.64,3.55,cultural,5,4,9,4,1,0.4444,4.288
3.9,32.3,3.95,4.7,cultural,5,4,9,4,1,0.4444,4.235
3.54,89.4,4.94,3.97,cultural,5,4,9,4,0,0.4444,4.132
3.72,44.7,3.12,4.38,cultural,5,4,9,4,0,0.4444,3.804
3.56,33.5,3.69,3.85,cultural,5,4,9,4,0,0.4444,3.715
4.09,32.4,3.45,3.17,cultural,5,4,9,4,0,0.4444,3.53
3.68,65.4,4.33,2.71,cultural,5,4,9,4,0,0.4444,3.487
4.92,78.4,3.79,4.63,cultural,3,3,5,3,1,0.6,4.465
4.13,40.5,4.9,3.62,cultural,3,3,5,3,1,0.6,4.157
4.91,32.6,3.07,3.93,cultural,3,3,5,3,1,0.6,3.966
3.89,71.1,4.03,3.93,cultural,3,3,5,3,0,0.6,3.948
3.76,39.0,4.97,2.87,cultural,3,3,5,3,0,0.6,3.767
4.54,58.3,4.82,4.79,academica_cursos,4,3,6,2,1,0.3333,4.724
4.16,38.1,4.99,4.07,academica_cursos,4,3,6,2,1,0.3333,4.373
4.03,93.9,4.98,3.59,academica_cursos,4,3,6,2,0,0.3333,4.139
4.98,36.0,3.25,3.56,academica_cursos,4,3,6,2,0,0.3333,3.893
3.71,71.6,4.67,3.14,academica_cursos,4,3,6,2,0,0.3333,3.77
4.02,39.9,3.13,3.47,academica_cursos,4,3,6,2,0,0.3333,3.533
3.81,48.8,4.57,4.67,deportiva,6,4,8,3,1,0.375,4.382
4.92,83.1,4.13,3.96,deportiva,6,4,8,3,1,0.375,4.299
3.87,88.9,4.04,4.79,deportiva,6,4,8,3,1,0.375,4.289
4.09,80.4,4.18,4.45,deportiva,6,4,8,3,0,0.375,4.261
4.55,92.0,3.21,4.45,deportiva,6,4,8,3,0,0.375,4.108
4.35,90.5,3.02,4.25,deportiva,6,4,8,3,0,0.375,3.911
4.26,48.6,4.93,2.75,deportiva,6,4,8,3,0,0.375,3.857
3.96,64.0,3.23,2.87,deportiva,6,4,8,3,0,0.375,3.305
4.99,65.2,4.49,4.8,permanencia_graduacion,5,3,9,4,1,0.4444,4.764
4.52,76.0,4.22,4.23,permanencia_graduacion,5,3,9,4,1,0.4444,4.314
4.86,45.6,3.08,4.72,permanencia_graduacion,5,3,9,4,1,0.4444,4.27
4.98,87.6,3.77,3.71,permanencia_graduacion,5,3,9,4,1,0.4444,4.109
4.54,35.4,4.63,3.26,permanencia_graduacion,5,3,9,4,0,0.4444,4.055
4.3,74.5,4.79,2.55,permanencia_graduacion,5,3,9,4,0,0.4444,3.747
4.45,55.1,3.66,3.09,permanencia_graduacion,5,3,9,4,0,0.4444,3.669
4.27,47.0,3.55,2.86,permanencia_graduacion,5,3,9,4,0,0.4444,3.49
3.88,42.6,4.22,2.59,permanencia_graduacion,5,3,9,4,0,0.4444,3.466
4.41,61.5,4.46,4.01,tic,3,3,6,4,1,0.6667,4.265
4.92,88.7,4.94,3.07,tic,3,3,6,4,1,0.6667,4.186
4.85,50.6,4.55,3.3,tic,3,3,6,4,1,0.6667,4.14
3.86,73.6,4.83,3.52,tic,3,3,6,4,1,0.6667,4.015
3.68,86.6,3.6,4.36,tic,3,3,6,4,0,0.6667,3.928
3.56,56.3,3.18,3.6,tic,3,3,6,4,0,0.6667,3.462
4.07,86.8,3.27,4.63,cultural,5,3,4,3,1,0.75,4.054
4.35,54.7,3.62,3.77,cultural,5,3,4,3,1,0.75,3.899
4.8,53.2,4.76,2.57,cultural,5,3,4,3,1,0.75,3.896
4.23,64.9,4.03,2.9,cultural,5,3,4,3,0,0.75,3.638
3.68,65.4,4.84,4.26,laboratorios,3,4,3,2,1,0.6667,4.26
4.12,87.2,3.55,4.56,laboratorios,3,4,3,2,1,0.6667,4.125
4.76,55.0,3.5,3.64,laboratorios,3,4,3,2,0,0.6667,3.934
3.68,76.7,4.92,3.69,biblioteca,5,3,6,4,1,0.6667,4.056
4.46,83.7,4.68,3.15,biblioteca,5,3,6,4,1,0.6667,4.002
4.02,39.9,3.98,3.62,biblioteca,5,3,6,4,1,0.6667,3.848
4.09,41.0,4.66,2.73,biblioteca,5,3,6,4,1,0.6667,3.717
3.67,92.4,4.1,3.36,biblioteca,5,3,6,4,0,0.6667,3.675
